City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
358,plastun,44.7561,136.2939,-12.07,38,6,3.15,RU,1702264869
359,mogadishu,2.0371,45.3438,26.87,81,51,6.38,SO,1702264870
360,arauquita,7.0292,-71.4281,23.18,88,100,1.32,CO,1702264870
361,bridlington,54.0831,-0.1919,8.34,93,100,2.68,GB,1702264870
362,el calafate,-50.3408,-72.2768,8.92,78,63,2.38,AR,1702264870
363,nar'yan-mar,67.6713,53.087,-22.72,91,100,4.92,RU,1702264870
364,castillos,-34.1667,-53.8333,15.38,97,7,1.7,UY,1702264870
365,ystad,55.4297,13.8204,3.54,98,100,1.63,SE,1702264871
366,kingston,17.997,-76.7936,27.53,79,40,7.2,JM,1702264871
367,portage la prairie,49.9728,-98.2926,-9.5,70,20,2.77,CA,1702264871
368,neryungri,56.6709,124.6491,-29.09,90,100,4.04,RU,1702264871
369,igarka,67.4667,86.5833,-29.26,98,100,3.0,RU,1702264871
370,qamdo,31.1667,97.2333,-4.9,47,6,1.3,CN,1702264871
371,bonthe,7.5264,-12.505,26.2,82,48,2.06,SL,1702264871
372,malvan,16.0667,73.4667,26.88,54,20,2.98,IN,1702264872
373,sisimiut,66.9395,-53.6735,-4.03,88,100,5.29,GL,1702264872
374,souillac,-20.5167,57.5167,26.21,78,75,2.57,MU,1702264872
375,turpan,42.9333,89.1667,1.59,63,32,1.26,CN,1702264872
376,prado,-17.3411,-39.2208,23.24,88,1,0.91,BR,1702264769
377,zhangye,38.9342,100.4517,4.74,32,100,4.5,CN,1702264872
378,tambura,5.6,27.4667,22.01,67,73,1.68,SS,1702264872
379,ubinskoye,55.3068,79.6802,-24.87,90,92,4.86,RU,1702264873
380,gobabis,-22.45,18.9667,18.27,58,0,1.1,NA,1702264873
381,arteche,12.2645,125.4048,27.93,84,100,3.65,PH,1702264873
382,bengkulu,-3.8004,102.2655,27.62,71,95,1.89,ID,1702264873
383,tomatlan,19.9333,-105.25,23.91,70,100,0.36,MX,1702264873
384,sinan,34.8262,126.1086,14.06,90,100,7.41,KR,1702264873
385,strunino,56.3833,38.5667,-9.4,94,100,4.39,RU,1702264873
386,shubarshi,48.5872,57.1869,-16.98,74,2,6.88,KZ,1702264874
387,ampanihy,-24.7,44.75,24.42,67,57,0.53,MG,1702264874
388,pizarro,4.9533,-77.366,25.94,92,95,2.22,CO,1702264874
389,valparaiso,-33.0393,-71.6273,14.8,94,40,2.06,CL,1702264874
390,phuthaditjhaba,-28.5242,28.8158,12.42,96,100,1.8,ZA,1702264874
391,adre,13.4667,22.2,17.88,18,97,1.94,TD,1702264874
392,"laikit, laikit ii (dimembe)",1.4792,124.9735,29.47,66,40,3.09,ID,1702264874
393,tralee,52.2704,-9.7026,8.01,92,16,2.68,IE,1702264875
394,alo,7.4178,6.7371,27.35,44,80,0.72,NG,1702264875
395,atherton,53.5237,-2.4935,9.08,94,100,0.89,GB,1702264875
396,santo antonio,-6.3106,-35.4789,24.2,71,4,2.37,BR,1702264873
397,bikenibeu village,1.3673,173.1241,27.98,83,75,2.06,KI,1702264875
398,timra,62.487,17.3257,-3.18,100,75,1.54,SE,1702264875
399,kousseri,12.0769,15.0306,18.98,32,4,3.6,CM,1702264876
400,vilyuysk,63.7553,121.6247,-28.76,97,100,3.35,RU,1702264876
401,suez,29.9737,32.5263,13.82,45,72,0.99,EG,1702264876
402,santa cruz,-17.8,-63.1667,22.4,92,100,5.48,BO,1702264876
403,nelson,-41.2833,173.2833,18.08,50,0,2.57,NZ,1702264877
404,novyy urgal,51.0736,132.5642,-23.2,69,14,1.26,RU,1702264877
405,akureyri,65.6835,-18.0878,-10.04,85,0,1.54,IS,1702264877
406,pemangkat,1.1667,108.9667,28.73,72,99,1.0,ID,1702264877
407,maco,7.3619,125.8553,32.05,62,85,2.33,PH,1702264877
408,vodnyy,63.5046,53.4095,-28.1,97,100,2.52,RU,1702264877
409,kristiansund,63.1115,7.732,0.36,74,40,3.09,NO,1702264877
410,shuangjiang,26.1547,109.7138,15.22,94,100,2.59,CN,1702264878
411,anadyr,64.75,177.4833,-26.67,75,40,5.0,RU,1702264878
412,tuburan,6.6439,122.2736,32.05,69,90,1.66,PH,1702264878
413,diapaga,12.0708,1.7889,21.39,16,40,3.08,BF,1702264878
414,semnan,35.5729,53.3971,8.06,53,41,2.64,IR,1702264878
415,green,40.9459,-81.4832,2.03,86,100,4.12,US,1702264878
416,cromwell,41.5951,-72.6454,16.34,96,100,5.66,US,1702264879
417,rechka-vydrino,51.485,104.8461,-15.62,79,57,2.03,RU,1702264879
418,bozhou,33.8772,115.7703,-0.5,88,100,6.19,CN,1702264879
419,eraan,9.0629,117.7016,30.47,62,96,2.35,PH,1702264880
420,howard springs,-12.497,131.047,36.1,64,15,2.65,AU,1702264880
421,al jawf,29.5,38.75,18.44,43,100,4.12,SA,1702264880
422,al wajh,26.2455,36.4525,21.97,60,0,2.57,SA,1702264880
423,san patricio,28.017,-97.5169,11.91,29,0,1.46,US,1702264880
424,arvayheer,46.2639,102.775,-13.07,64,100,1.16,MN,1702264881
425,gueugnon,46.6036,4.0629,13.42,99,100,3.13,FR,1702264881
426,usogorsk,63.4106,48.6872,-20.74,93,100,4.68,RU,1702264881
427,umm kaddadah,13.6017,26.6876,22.12,14,100,3.01,SD,1702264882
428,hsinchu,24.8036,120.9686,26.99,76,61,1.34,TW,1702264882
429,kalabo,-14.97,22.6814,20.33,90,93,1.97,ZM,1702264882
430,brigantine,39.4101,-74.3646,15.67,97,100,9.39,US,1702264882
431,silver city,32.7701,-108.2803,5.17,26,0,1.79,US,1702264881
432,badger,64.8,-147.5333,-16.77,75,75,4.12,US,1702264883
433,vennesla,58.2694,7.9741,-0.32,95,100,7.2,NO,1702264883
434,myeik,12.4333,98.6,28.35,71,18,0.83,MM,1702264883
435,arkhangel'sk,64.5401,40.5433,-15.94,77,75,5.0,RU,1702264884
436,rosarito,32.3333,-117.0333,18.7,36,80,1.46,MX,1702264884
437,hirara,24.8,125.2833,26.92,78,75,4.12,JP,1702264884
438,lushoto,-4.7833,38.2833,14.87,93,68,1.34,TZ,1702264885
439,al hasakah,36.5024,40.7477,11.25,81,4,2.96,SY,1702264885
440,oeiras,-7.0253,-42.1311,25.21,75,50,1.16,BR,1702264885
441,si chiang mai,17.9564,102.5867,32.19,74,20,1.03,TH,1702264885
442,medina,24.4686,39.6142,19.24,20,0,4.63,SA,1702264886
443,brindisi,40.5833,17.6667,12.2,76,84,4.48,IT,1702264886
444,lijiang,26.8688,100.2207,10.05,53,3,1.75,CN,1702264886
445,yigo village,13.5361,144.8886,30.62,70,40,7.72,GU,1702264886
446,holualoa,19.6228,-155.9522,25.86,73,20,2.57,US,1702264886
447,greenville,35.6127,-77.3663,18.01,97,100,5.66,US,1702264657
448,rawlins,41.7911,-107.2387,-1.06,59,75,8.23,US,1702264887
449,borgo san lorenzo,43.9553,11.3835,11.39,90,87,2.52,IT,1702264887
450,balkashino,52.5167,68.7667,-33.29,97,94,3.89,KZ,1702264887
451,gamba,-2.65,10.0,25.98,83,100,3.06,GA,1702264887
452,manay,7.215,126.5397,30.02,64,81,4.9,PH,1702264888
453,juneau,58.3019,-134.4197,2.0,64,100,5.14,US,1702264635
454,concepcion,-36.827,-73.0498,12.89,82,0,7.2,CL,1702264888
455,plettenberg bay,-34.0527,23.3716,14.92,82,0,1.47,ZA,1702264889
456,vuokatti,64.146,28.2697,-13.08,97,97,1.77,FI,1702264889
457,manacapuru,-3.2997,-60.6206,25.96,86,95,1.79,BR,1702264788
458,kulhudhuffushi,6.6221,73.07,28.36,77,100,3.9,MV,1702264889
459,xihe,31.6864,113.4659,4.15,68,81,6.44,CN,1702264889
460,fort bragg,35.139,-79.006,19.34,94,100,4.12,US,1702264890
461,mendota,36.7536,-120.3816,8.15,57,100,2.57,US,1702264890
462,tsiombe,-25.3,45.4833,24.97,78,97,1.3,MG,1702264890
463,annau,37.8876,58.516,11.72,58,75,5.14,TM,1702264890
464,poso,-1.3959,120.7524,30.2,65,98,1.66,ID,1702264890
465,alaghsas,17.0187,8.0168,16.18,25,0,3.9,NE,1702264891
466,wafangdian,39.6183,122.0081,-8.17,49,100,6.33,CN,1702264891
467,dashiqiao,40.6373,122.5025,-8.85,38,100,7.91,CN,1702264891
468,viedma,-40.8135,-62.9967,20.28,50,100,9.09,AR,1702264891
469,kiama,-34.6833,150.8667,29.65,71,94,4.23,AU,1702264891
470,cold lake,54.4502,-110.2017,-3.03,80,75,3.6,CA,1702264891
471,mizdah,31.4451,12.9801,10.17,61,0,8.02,LY,1702264892
472,ilebo,-4.3167,20.5833,20.66,98,99,0.07,CD,1702264892
473,north bend,43.4065,-124.2243,13.42,100,100,2.06,US,1702264892
474,colonia,50.9333,6.95,11.7,74,0,5.14,DE,1702264883
475,muynoq,43.7683,59.0214,-2.04,65,100,9.95,UZ,1702264892
476,cabinda,-5.55,12.2,26.49,79,100,3.21,AO,1702264892
477,rikaze,29.25,88.8833,-1.07,34,0,1.66,CN,1702264893
478,shingu,33.7333,135.9833,16.28,81,100,2.31,JP,1702264893
479,wotje,9.4543,170.2367,27.32,77,95,9.37,MH,1702264893
480,zheleznogorsk-ilimskiy,56.5768,104.1217,-31.46,95,58,0.45,RU,1702264893
481,solleftea,63.1667,17.2667,-5.08,99,99,1.01,SE,1702264893
482,piacabucu,-10.4056,-36.4344,25.03,77,0,3.42,BR,1702264719
483,cockburn town,21.4612,-71.1419,26.42,74,0,11.26,TC,1702264893
484,bredasdorp,-34.5322,20.0403,14.51,86,2,1.67,ZA,1702264894
485,okahandja,-21.9833,16.9167,18.74,37,3,1.76,NA,1702264894
486,helena valley southeast,46.6153,-111.9216,2.93,78,75,2.24,US,1702264894
487,nica,43.7031,7.2661,14.42,78,40,4.12,FR,1702264894
488,tara,56.8944,74.371,-29.68,96,32,3.32,RU,1702264894
489,phayakkhaphum phisai,15.5163,103.1937,31.29,48,48,2.15,TH,1702264894
490,khuzdar,27.7384,66.6434,11.3,21,2,2.9,PK,1702264894
491,gaiman,-43.2897,-65.4929,21.11,34,75,12.18,AR,1702264895
492,saurimo,-9.6608,20.3916,17.53,98,96,1.54,AO,1702264895
493,leo,11.1,-2.1,20.95,15,4,3.36,BF,1702264895
494,tarumizu,31.4833,130.7,17.64,88,75,5.14,JP,1702264896
495,muhos,64.808,25.9931,-12.28,95,95,2.58,FI,1702264896
496,tamandare,-8.7597,-35.1047,25.22,79,2,2.96,BR,1702264896
497,hinton,53.4001,-117.5857,-1.9,92,100,1.33,CA,1702264896
498,okhotsk,59.3833,143.3,-7.03,93,100,2.96,RU,1702264896
499,tepatitlan de morelos,20.8167,-102.7333,17.26,57,100,1.65,MX,1702264635
500,chadan,51.2833,91.5833,-35.62,96,31,0.68,RU,1702264896
501,bunia,1.5667,30.25,16.86,86,79,0.52,CD,1702264896
502,massawa,15.6097,39.45,26.65,71,53,0.76,ER,1702264897
503,aitape,-3.1374,142.3475,29.71,71,88,3.9,PG,1702264897
504,malango,-2.9627,119.9001,29.07,57,100,1.03,ID,1702264893
505,kauhava,63.103,23.0713,-8.64,97,92,1.84,FI,1702264897
506,monywa,22.1167,95.1333,22.29,74,51,3.76,MM,1702264897
507,peace river,56.2501,-117.286,-3.83,63,20,3.6,CA,1702264866
508,deschutes river woods,43.9915,-121.3584,7.01,85,20,2.24,US,1702264898
509,eberswalde,52.8349,13.8195,7.9,93,100,4.27,DE,1702264898
510,funafuti,-8.5243,179.1942,29.43,73,100,7.04,TV,1702264898
511,pangody,65.85,74.4859,-30.87,95,100,4.04,RU,1702264898
512,islamorada,24.9243,-80.6278,25.0,95,90,0.89,US,1702264898
513,tamanrasset,22.785,5.5228,10.95,28,0,3.6,DZ,1702264899
514,rio san juan,19.6439,-70.0763,24.53,81,71,5.77,DO,1702264899
515,sarmiento,-45.5882,-69.07,16.28,47,100,5.06,AR,1702264899
516,altamira,-3.2033,-52.2064,23.21,95,63,0.86,BR,1702264899
517,rockdale,33.6501,-84.0166,5.22,84,0,8.23,US,1702264899
518,rongelap,11.1635,166.8941,27.39,78,100,8.99,MH,1702264899
519,natal,-5.795,-35.2094,25.36,83,20,2.57,BR,1702264900
520,chibougamau,49.9168,-74.3659,-5.21,93,100,4.12,CA,1702264900
521,okha,53.5739,142.9478,-19.32,91,100,12.42,RU,1702264900
522,waddan,29.1614,16.139,11.76,82,21,5.44,LY,1702264900
523,arawa,-6.2132,155.5367,29.48,77,98,1.3,PG,1702264900
524,libenge,3.65,18.6333,22.29,71,96,0.45,CD,1702264900
525,berdigestyakh,62.0989,126.6992,-27.35,93,100,4.57,RU,1702264901
526,wynyard,-41.0,145.7167,21.57,38,100,3.35,AU,1702264901
527,uluborlu,38.0778,30.4572,4.81,83,100,1.78,TR,1702264901
528,khanty-mansiysk,61.0042,69.0019,-40.5,60,20,1.0,RU,1702264810
529,harper,4.375,-7.7169,26.26,84,20,2.25,LR,1702264901
530,borogontsy,62.6683,131.1683,-30.49,93,100,3.33,RU,1702264901
531,beyneu,45.3167,55.2,-7.54,43,54,9.24,KZ,1702264901
532,carolina beach,34.0352,-77.8936,19.03,96,100,7.9,US,1702264901
533,kandahar,31.0,65.75,7.04,36,0,1.17,AF,1702264902
534,saint-louis du nord,19.9333,-72.7167,26.62,80,31,7.47,HT,1702264902
535,kargasok,59.0556,80.8572,-32.24,100,11,2.68,RU,1702264902
536,tosno,59.54,30.8775,-10.09,95,100,3.21,RU,1702264902
537,ust'-kulom,61.6864,53.6902,-27.36,99,100,1.89,RU,1702264902
538,huambo,-12.7761,15.7392,16.61,94,100,1.6,AO,1702264902
539,malabar,-33.9667,151.25,35.0,69,20,6.69,AU,1702264902
540,la sarre,48.8002,-79.1996,-7.11,89,99,3.49,CA,1702264669
541,vodyane,47.4875,34.4924,2.88,92,100,4.76,UA,1702264903
542,masvingo,-20.0637,30.8277,19.66,89,100,2.74,ZW,1702264903
543,chinde,26.8418,88.0763,13.77,60,0,1.07,NP,1702264904
544,illapel,-31.6308,-71.1653,18.93,75,86,0.81,CL,1702264904
545,tukrah,32.5341,20.5791,16.55,80,47,9.36,LY,1702264904
546,robore,-18.3333,-59.75,23.64,84,100,1.36,BO,1702264905
547,lethem,3.3803,-59.7968,26.9,65,9,3.63,GY,1702264905
548,port-gentil,-0.7193,8.7815,26.44,84,100,4.76,GA,1702264905
549,clarence town,-32.5833,151.7833,35.9,18,2,2.57,AU,1702264905
550,villa yapacani,-17.4,-63.8333,22.23,99,100,0.55,BO,1702264905
551,north ward,-19.2454,146.8075,33.95,40,100,8.75,AU,1702264905
552,petauke,-14.2426,31.3253,21.54,70,100,3.46,ZM,1702264906
553,sabinov,49.1031,21.0988,1.47,99,100,2.71,SK,1702264906
554,the pas,53.8251,-101.2541,-8.99,86,100,4.63,CA,1702264906
555,akrehamn,59.2667,5.1833,5.0,48,100,6.17,NO,1702264906
556,trairi,-3.2778,-39.2689,26.46,74,88,4.86,BR,1702264782
557,talara,-4.5772,-81.2719,21.12,86,4,6.25,PE,1702264906
558,chaksu,26.6,75.95,15.51,35,0,1.13,IN,1702264906
559,ismayilli,40.779,48.1638,0.4,87,50,2.02,AZ,1702264907
560,san luis de la loma,17.2706,-100.8939,26.62,73,100,1.24,MX,1702264907
561,loango,-4.6719,11.8312,27.81,78,40,2.57,CG,1702264907
562,sirte,31.2089,16.5887,18.14,67,70,11.61,LY,1702264907
563,minas de marcona,-15.2119,-75.1103,15.9,79,91,4.08,PE,1702264907
564,bamboo flat,11.7,92.7167,29.05,79,40,4.12,IN,1702264908
565,ceeldheer,3.8488,47.1806,25.9,83,7,6.02,SO,1702264908
566,cole harbour,44.6724,-63.4751,8.29,96,100,1.34,CA,1702264818
567,cochem,50.1333,7.15,9.67,93,65,5.66,DE,1702264908
568,bikaner,28.0167,73.3,17.08,25,0,2.18,IN,1702264908
569,ginir,7.1333,40.7,12.19,51,47,1.6,ET,1702264908
570,polatsk,55.4859,28.7756,-2.48,95,100,4.99,BY,1702264909
